Source,Target,Type,ID,Label,Weight
6,16,Undirected,456,,0.858065721
7,16,Undirected,457,,0.973611207
8,16,Undirected,458,,0.816206269
9,16,Undirected,459,,0.314898576
10,16,Undirected,460,,0.431943612
11,16,Undirected,461,,0.47338794
12,16,Undirected,462,,0.579322607
13,16,Undirected,463,,0.224694749
14,16,Undirected,464,,0.288627366
15,16,Undirected,465,,0.186391291
16,16,Undirected,466,,1
17,16,Undirected,467,,0.779511576
18,16,Undirected,468,,0.600281704
19,16,Undirected,469,,0.703229066
20,16,Undirected,470,,0.478110905
21,16,Undirected,471,,0.925092603
22,16,Undirected,472,,0.798635596
23,16,Undirected,473,,0.966764399
24,16,Undirected,474,,0.8653337
25,16,Undirected,475,,0.970711208
26,16,Undirected,476,,0.933329815
27,16,Undirected,477,,0.822032045
28,16,Undirected,478,,0.821796668
29,16,Undirected,479,,0.939904969
30,16,Undirected,480,,0.812853135
1,17,Undirected,481,,0.755334088
2,17,Undirected,482,,0.867766751
3,17,Undirected,483,,0.866192176
4,17,Undirected,484,,0.637182221
5,17,Undirected,485,,0.885818233
6,17,Undirected,486,,0.88829436
7,17,Undirected,487,,0.803539186
8,17,Undirected,488,,0.887692226
9,17,Undirected,489,,0.52698834
10,17,Undirected,490,,0.636253654
11,17,Undirected,491,,0.680052476
12,17,Undirected,492,,0.76623467
13,17,Undirected,493,,0.43935193
14,17,Undirected,494,,0.505286488
15,17,Undirected,495,,0.398249293
16,17,Undirected,496,,0.779511576
17,17,Undirected,497,,1
18,17,Undirected,498,,0.817610093
19,17,Undirected,499,,0.915495799
20,17,Undirected,500,,0.695549917
21,17,Undirected,501,,0.844924187
22,17,Undirected,502,,0.980856635
23,17,Undirected,503,,0.770936466
24,17,Undirected,504,,0.648055898
25,17,Undirected,505,,0.759607343
26,17,Undirected,506,,0.714891561
27,17,Undirected,507,,0.923661402
28,17,Undirected,508,,0.607242816
29,17,Undirected,509,,0.756492815
30,17,Undirected,510,,0.598198964
1,18,Undirected,511,,0.930161922
2,18,Undirected,512,,0.881013555
3,18,Undirected,513,,0.924721256
4,18,Undirected,514,,0.816083764
5,18,Undirected,515,,0.93164787
6,18,Undirected,516,,0.729990081
7,18,Undirected,517,,0.625494595
8,18,Undirected,518,,0.756334395
9,18,Undirected,519,,0.708348837
10,18,Undirected,520,,0.808828857
11,18,Undirected,521,,0.85345063
12,18,Undirected,522,,0.8816037
13,18,Undirected,523,,0.621673249
14,18,Undirected,524,,0.687551867
15,18,Undirected,525,,0.579875459
16,18,Undirected,526,,0.600281704
17,18,Undirected,527,,0.817610093
18,18,Undirected,528,,1
19,18,Undirected,529,,0.896583965
20,18,Undirected,530,,0.877683691
21,18,Undirected,531,,0.662658526
22,18,Undirected,532,,0.798972466
23,18,Undirected,533,,0.589149092
24,18,Undirected,534,,0.466961381
25,18,Undirected,535,,0.583376629
26,18,Undirected,536,,0.538083238
27,18,Undirected,537,,0.771465683
28,18,Undirected,538,,0.42543591
29,18,Undirected,539,,0.574114415
30,18,Undirected,540,,0.416386174
1,19,Undirected,541,,0.83889092
2,19,Undirected,542,,0.933543964
3,19,Undirected,543,,0.949413119
4,19,Undirected,544,,0.720686675
5,19,Undirected,545,,0.958918139
6,19,Undirected,546,,0.832650727
7,19,Undirected,547,,0.728635457
8,19,Undirected,548,,0.855030457
9,19,Undirected,549,,0.609686098
10,19,Undirected,550,,0.720654309
11,19,Undirected,551,,0.764327796
12,19,Undirected,552,,0.846504999
13,19,Undirected,553,,0.520756938
14,19,Undirected,554,,0.58532641
15,19,Undirected,555,,0.480891918
16,19,Undirected,556,,0.703229066
17,19,Undirected,557,,0.915495799
18,19,Undirected,558,,0.896583965
19,19,Undirected,559,,1
20,19,Undirected,560,,0.774785915
21,19,Undirected,561,,0.76328245
22,19,Undirected,562,,0.898363633
23,19,Undirected,563,,0.690832934
24,19,Undirected,564,,0.56941436
25,19,Undirected,565,,0.686744414
26,19,Undirected,566,,0.641444042
27,19,Undirected,567,,0.874246878
28,19,Undirected,568,,0.527375406
29,19,Undirected,569,,0.674475431
30,19,Undirected,570,,0.5183285
1,20,Undirected,571,,0.922149471
2,20,Undirected,572,,0.774455441
3,20,Undirected,573,,0.811175617
4,20,Undirected,574,,0.918466626
5,20,Undirected,575,,0.809672881
6,20,Undirected,576,,0.609909691
7,20,Undirected,577,,0.503433504
8,20,Undirected,578,,0.639495034
9,20,Undirected,579,,0.825764327
10,20,Undirected,580,,0.893006953
11,20,Undirected,581,,0.922819298
12,20,Undirected,582,,0.83748544
13,20,Undirected,583,,0.742849013
14,20,Undirected,584,,0.809711929
15,20,Undirected,585,,0.699049388
16,20,Undirected,586,,0.478110905
17,20,Undirected,587,,0.695549917
18,20,Undirected,588,,0.877683691
19,20,Undirected,589,,0.774785915
20,20,Undirected,590,,1
21,20,Undirected,591,,0.54049652
22,20,Undirected,592,,0.676796996
23,20,Undirected,593,,0.466859224
24,20,Undirected,594,,0.344657656
25,20,Undirected,595,,0.461675125
26,20,Undirected,596,,0.416365875
27,20,Undirected,597,,0.65101556
28,20,Undirected,598,,0.303137133
29,20,Undirected,599,,0.452075703
30,20,Undirected,600,,0.29408795
1,21,Undirected,601,,0.60222692
2,21,Undirected,602,,0.733244878
3,21,Undirected,603,,0.71754891
4,21,Undirected,604,,0.484110415
5,21,Undirected,605,,0.730796196
6,21,Undirected,606,,0.890140686
7,21,Undirected,607,,0.940051291
8,21,Undirected,608,,0.846941854
9,21,Undirected,609,,0.373008337
10,21,Undirected,610,,0.485712717
11,21,Undirected,611,,0.52860025
12,21,Undirected,612,,0.626526813
13,21,Undirected,613,,0.284609778
14,21,Undirected,614,,0.350252803
15,21,Undirected,615,,0.244213864
16,21,Undirected,616,,0.925092603
17,21,Undirected,617,,0.844924187
18,21,Undirected,618,,0.662658526
19,21,Undirected,619,,0.76328245
20,21,Undirected,620,,0.54049652
21,21,Undirected,621,,1
22,21,Undirected,622,,0.863684217
23,21,Undirected,623,,0.925297212
24,21,Undirected,624,,0.801944005
25,21,Undirected,625,,0.89794537
26,21,Undirected,626,,0.858746314
27,21,Undirected,627,,0.86733998
28,21,Undirected,628,,0.762086286
29,21,Undirected,629,,0.911184288
30,21,Undirected,630,,0.753053998
1,22,Undirected,631,,0.73752481
2,22,Undirected,632,,0.855762692
3,22,Undirected,633,,0.850082574
4,22,Undirected,634,,0.619318192
5,22,Undirected,635,,0.867073151
6,22,Undirected,636,,0.903440613
7,22,Undirected,637,,0.822628245
8,22,Undirected,638,,0.896815897
9,22,Undirected,639,,0.508796642
10,22,Undirected,640,,0.619123007
11,22,Undirected,641,,0.662706833
12,22,Undirected,642,,0.752015195
13,22,Undirected,643,,0.420831542
14,22,Undirected,644,,0.486560334
15,22,Undirected,645,,0.380023422
16,22,Undirected,646,,0.798635596
17,22,Undirected,647,,0.980856635
18,22,Undirected,648,,0.798972466
19,22,Undirected,649,,0.898363633
20,22,Undirected,650,,0.676796996
21,22,Undirected,651,,0.863684217
22,22,Undirected,652,,1
23,22,Undirected,653,,0.78989051
24,22,Undirected,654,,0.667099694
25,22,Undirected,655,,0.77861237
26,22,Undirected,656,,0.733951713
27,22,Undirected,657,,0.934808388
28,22,Undirected,658,,0.626169975
29,22,Undirected,659,,0.775094491
30,22,Undirected,660,,0.617123543
1,23,Undirected,661,,0.530217217
2,23,Undirected,662,,0.666297655
3,23,Undirected,663,,0.646751704
4,23,Undirected,664,,0.412391316
5,23,Undirected,665,,0.657081602
6,23,Undirected,666,,0.836006506
7,23,Undirected,667,,0.947469537
8,23,Undirected,668,,0.7927306
9,23,Undirected,669,,0.300759058
10,23,Undirected,670,,0.415478658
11,23,Undirected,671,,0.457739168
12,23,Undirected,672,,0.560023264
13,23,Undirected,673,,0.211636729
14,23,Undirected,674,,0.276740078
15,23,Undirected,675,,0.172011323
16,23,Undirected,676,,0.966764399
17,23,Undirected,677,,0.770936466
18,23,Undirected,678,,0.589149092
19,23,Undirected,679,,0.690832934
20,23,Undirected,680,,0.466859224
21,23,Undirected,681,,0.925297212
22,23,Undirected,682,,0.78989051
23,23,Undirected,683,,1
24,23,Undirected,684,,0.876646138
25,23,Undirected,685,,0.943516902
26,23,Undirected,686,,0.922745527
27,23,Undirected,687,,0.803647129
28,23,Undirected,688,,0.836265499
29,23,Undirected,689,,0.972894879
30,23,Undirected,690,,0.827217005
1,24,Undirected,691,,0.409721291
2,24,Undirected,692,,0.550185312
3,24,Undirected,693,,0.527075959
4,24,Undirected,694,,0.292475872
5,24,Undirected,695,,0.534604456
6,24,Undirected,696,,0.724465965
7,24,Undirected,697,,0.839171026
8,24,Undirected,698,,0.684088939
9,24,Undirected,699,,0.180365053
10,24,Undirected,700,,0.297316712
11,24,Undirected,701,,0.338723243
12,24,Undirected,702,,0.445409905
13,24,Undirected,703,,0.0904146
14,24,Undirected,704,,0.15480524
15,24,Undirected,705,,0.051804379
16,24,Undirected,706,,0.8653337
17,24,Undirected,707,,0.648055898
18,24,Undirected,708,,0.466961381
19,24,Undirected,709,,0.56941436
20,24,Undirected,710,,0.344657656
21,24,Undirected,711,,0.801944005
22,24,Undirected,712,,0.667099694
23,24,Undirected,713,,0.876646138
24,24,Undirected,714,,1
25,24,Undirected,715,,0.874457276
26,24,Undirected,716,,0.914127287
27,24,Undirected,717,,0.687440089
28,24,Undirected,718,,0.955128753
29,24,Undirected,719,,0.884578473
30,24,Undirected,720,,0.946586221
1,25,Undirected,721,,0.529709387
2,25,Undirected,722,,0.673426441
3,25,Undirected,723,,0.647484892
4,25,Undirected,724,,0.413578522
5,25,Undirected,725,,0.649573275
6,25,Undirected,726,,0.848223231
7,25,Undirected,727,,0.955037165
8,25,Undirected,728,,0.809164279
9,25,Undirected,729,,0.301128136
10,25,Undirected,730,,0.420036184
11,25,Undirected,731,,0.460632471
12,25,Undirected,732,,0.56974163
13,25,Undirected,733,,0.210130421
14,25,Undirected,734,,0.273030781
15,25,Undirected,735,,0.172993332
16,25,Undirected,736,,0.970711208
17,25,Undirected,737,,0.759607343
18,25,Undirected,738,,0.583376629
19,25,Undirected,739,,0.686744414
20,25,Undirected,740,,0.461675125
21,25,Undirected,741,,0.89794537
22,25,Undirected,742,,0.77861237
23,25,Undirected,743,,0.943516902
24,25,Undirected,744,,0.874457276
25,25,Undirected,745,,1
26,25,Undirected,746,,0.95469061
27,25,Undirected,747,,0.809268091
28,25,Undirected,748,,0.829663195
29,25,Undirected,749,,0.919622358
30,25,Undirected,750,,0.821048647
1,26,Undirected,751,,0.484510156
2,26,Undirected,752,,0.628784051
3,26,Undirected,753,,0.602288491
4,26,Undirected,754,,0.36854756
5,26,Undirected,755,,0.604368205
6,26,Undirected,756,,0.803487666
7,26,Undirected,757,,0.911234984
8,26,Undirected,758,,0.765478601
9,26,Undirected,759,,0.256067888
10,26,Undirected,760,,0.375364882
11,26,Undirected,761,,0.415738818
12,26,Undirected,762,,0.525715442
13,26,Undirected,763,,0.164957414
14,26,Undirected,764,,0.227751968
15,26,Undirected,765,,0.128021312
16,26,Undirected,766,,0.933329815
17,26,Undirected,767,,0.714891561
18,26,Undirected,768,,0.538083238
19,26,Undirected,769,,0.641444042
20,26,Undirected,770,,0.416365875
21,26,Undirected,771,,0.858746314
22,26,Undirected,772,,0.733951713
23,26,Undirected,773,,0.922745527
24,26,Undirected,774,,0.914127287
25,26,Undirected,775,,0.95469061
26,26,Undirected,776,,1
27,26,Undirected,777,,0.764123957
28,26,Undirected,778,,0.869563602
29,26,Undirected,779,,0.909646357
30,26,Undirected,780,,0.861409868
1,27,Undirected,781,,0.720363005
2,27,Undirected,782,,0.86237924
3,27,Undirected,783,,0.838132505
4,27,Undirected,784,,0.604252404
5,27,Undirected,785,,0.834601307
6,27,Undirected,786,,0.958315413
7,27,Undirected,787,,0.848227874
8,27,Undirected,788,,0.96123016
9,27,Undirected,789,,0.491837102
10,27,Undirected,790,,0.609873177
11,27,Undirected,791,,0.651048691
12,27,Undirected,792,,0.756365349
13,27,Undirected,793,,0.400831964
14,27,Undirected,794,,0.463335428
15,27,Undirected,795,,0.363610915
16,27,Undirected,796,,0.822032045
17,27,Undirected,797,,0.923661402
18,27,Undirected,798,,0.771465683
19,27,Undirected,799,,0.874246878
20,27,Undirected,800,,0.65101556
21,27,Undirected,801,,0.86733998
22,27,Undirected,802,,0.934808388
23,27,Undirected,803,,0.803647129
24,27,Undirected,804,,0.687440089
25,27,Undirected,805,,0.809268091
26,27,Undirected,806,,0.764123957
27,27,Undirected,807,,1
28,27,Undirected,808,,0.643859276
29,27,Undirected,809,,0.782720338
30,27,Undirected,810,,0.634901595
1,28,Undirected,811,,0.36714421
2,28,Undirected,812,,0.506393316
3,28,Undirected,813,,0.484214745
4,28,Undirected,814,,0.249616942
5,28,Undirected,815,,0.493351547
6,28,Undirected,816,,0.680304075
7,28,Undirected,817,,0.795511302
8,28,Undirected,818,,0.639569912
9,28,Undirected,819,,0.137690608
10,28,Undirected,820,,0.253866951
11,28,Undirected,821,,0.295545778
12,28,Undirected,822,,0.401285796
13,28,Undirected,823,,0.048167459
14,28,Undirected,824,,0.113053897
15,28,Undirected,825,,0.009027359
16,28,Undirected,826,,0.821796668
17,28,Undirected,827,,0.607242816
18,28,Undirected,828,,0.42543591
19,28,Undirected,829,,0.527375406
20,28,Undirected,830,,0.303137133
21,28,Undirected,831,,0.762086286
22,28,Undirected,832,,0.626169975
23,28,Undirected,833,,0.836265499
24,28,Undirected,834,,0.955128753
25,28,Undirected,835,,0.829663195
26,28,Undirected,836,,0.869563602
27,28,Undirected,837,,0.643859276
28,28,Undirected,838,,1
29,28,Undirected,839,,0.848450709
30,28,Undirected,840,,0.99094636
1,29,Undirected,841,,0.51341642
2,29,Undirected,842,,0.646243925
3,29,Undirected,843,,0.62894774
4,29,Undirected,844,,0.395307354
5,29,Undirected,845,,0.642322187
6,29,Undirected,846,,0.812821788
7,29,Undirected,847,,0.920956988
8,29,Undirected,848,,0.769155757
9,29,Undirected,849,,0.284200828
10,29,Undirected,850,,0.397182299
11,29,Undirected,851,,0.439928553
12,29,Undirected,852,,0.539631603
13,29,Undirected,853,,0.195929798
14,29,Undirected,854,,0.261800033
15,29,Undirected,855,,0.155405979
16,29,Undirected,856,,0.939904969
17,29,Undirected,857,,0.756492815
18,29,Undirected,858,,0.574114415
19,29,Undirected,859,,0.674475431
20,29,Undirected,860,,0.452075703
21,29,Undirected,861,,0.911184288
22,29,Undirected,862,,0.775094491
23,29,Undirected,863,,0.972894879
24,29,Undirected,864,,0.884578473
25,29,Undirected,865,,0.919622358
26,29,Undirected,866,,0.909646357
27,29,Undirected,867,,0.782720338
28,29,Undirected,868,,0.848450709
29,29,Undirected,869,,1
30,29,Undirected,870,,0.839526117
1,30,Undirected,871,,0.358110189
2,30,Undirected,872,,0.497455807
3,30,Undirected,873,,0.475195583
4,30,Undirected,874,,0.240595393
5,30,Undirected,875,,0.484304855
6,30,Undirected,876,,0.671435322
7,30,Undirected,877,,0.786574027
8,30,Undirected,878,,0.630797361
9,30,Undirected,879,,0.128659255
10,30,Undirected,880,,0.244886642
11,30,Undirected,881,,0.286542412
12,30,Undirected,882,,0.39240293
13,30,Undirected,883,,0.039123877
14,30,Undirected,884,,0.104005348
15,30,Undirected,885,,0
16,30,Undirected,886,,0.812853135
17,30,Undirected,887,,0.598198964
18,30,Undirected,888,,0.416386174
19,30,Undirected,889,,0.5183285
20,30,Undirected,890,,0.29408795
21,30,Undirected,891,,0.753053998
22,30,Undirected,892,,0.617123543
23,30,Undirected,893,,0.827217005
24,30,Undirected,894,,0.946586221
25,30,Undirected,895,,0.821048647
26,30,Undirected,896,,0.861409868
27,30,Undirected,897,,0.634901595
28,30,Undirected,898,,0.99094636
29,30,Undirected,899,,0.839526117
30,30,Undirected,900,,1
